userId,courseId,rating,timestamp
186,26,4,2023-03-06 12:15:57.658607
10428,22,3,2021-06-28 11:51:36.273407
6047,27,2,2023-09-21 14:02:56.584165
10991,4,3,2024-01-13 12:49:55.972453
10610,4,1,2022-11-24 03:57:18.221618
2143,37,2,2020-02-22 00:06:08.910928
18161,11,5,2023-10-01 16:48:45.717202
13470,25,2,2020-10-20 18:51:17.721729
3292,42,3,2020-02-08 13:21:31.394621
9213,12,4,2019-08-28 02:54:20.351317
1739,29,2,2022-02-28 05:47:37.427389
6325,23,2,2021-02-25 06:55:51.025057
4653,3,2,2021-01-02 18:45:58.445229
2173,25,3,2023-01-12 12:30:33.397985
16460,37,3,2020-02-24 10:52:21.752052
10812,25,5,2020-12-31 04:57:10.498370
1670,34,3,2020-03-25 15:46:41.918099
8556,41,3,2020-04-24 21:22:47.528815
18842,7,5,2023-05-04 02:48:16.436185
14317,27,4,2019-09-19 16:16:29.827691
11032,12,5,2022-04-28 22:49:25.766052
19008,3,2,2023-10-14 22:43:42.499689
5480,22,5,2023-03-31 18:25:25.188063
15081,29,5,2023-05-08 02:50:14.350423
19795,4,4,2022-12-21 11:01:07.877971
14628,28,3,2020-11-08 20:53:41.277210
3493,23,1,2022-12-25 10:51:44.174565
15753,5,3,2023-01-07 05:58:58.746999
15214,39,5,2023-11-28 09:17:52.235899
17140,34,5,2022-07-26 06:55:32.930171
17434,13,4,2024-04-21 02:57:16.673533
13616,39,4,2021-01-02 09:58:54.129224
18871,9,3,2024-01-27 13:50:56.446287
14303,16,4,2021-12-14 07:39:10.810576
19476,22,5,2021-03-15 17:34:50.521608
10277,19,5,2021-11-29 14:19:09.214310
8368,21,4,2022-03-06 13:37:07.370092
17743,29,4,2022-07-13 23:58:33.640126
9721,39,4,2023-11-12 15:23:21.587683
6365,30,3,2022-03-21 16:16:52.395738
1252,25,3,2021-12-17 06:57:28.468021
14455,37,2,2021-11-22 06:38:24.501417
13058,18,2,2022-03-03 12:17:17.675963
19795,7,5,2022-10-16 17:00:33.168937
9345,11,1,2023-10-12 21:55:52.166829
6379,1,5,2023-04-16 05:19:53.177355
10309,10,5,2019-10-10 21:09:02.352707
5268,6,5,2019-08-26 11:14:47.461410
16240,8,1,2020-07-20 11:47:21.310550
11125,25,4,2020-03-14 13:34:54.836437
19331,36,4,2021-08-11 00:50:45.303688
8006,8,3,2019-11-02 00:30:59.142984
2092,29,4,2022-03-15 04:48:52.891009
15757,25,2,2021-12-27 10:01:52.313028
2650,23,2,2020-01-27 00:37:10.031376
12966,22,4,2021-11-01 06:28:29.610271
2305,27,2,2019-08-27 20:40:54.059619
18953,1,4,2023-03-20 18:56:09.583004
3426,15,1,2021-05-03 15:46:18.289498
2869,8,2,2022-02-12 08:01:45.719089
14452,27,2,2022-03-25 08:39:43.845297
19036,23,3,2019-10-17 15:56:29.157406
9474,14,3,2021-05-12 00:01:33.318104
18357,29,5,2022-07-06 03:57:40.687720
16387,6,3,2024-04-21 04:21:27.952659
13715,13,2,2021-05-28 21:04:45.863465
4462,9,4,2023-04-06 02:26:45.385510
12824,18,4,2021-12-08 09:21:02.692773
5468,14,3,2019-12-26 12:05:13.388925
19249,4,5,2023-06-27 10:16:51.435363
2945,21,5,2022-02-20 16:21:45.656701
4025,5,2,2023-10-25 18:31:30.243642
13761,38,2,2022-01-15 08:28:48.303551
5128,15,5,2019-11-17 06:10:45.484112
19793,17,3,2021-11-25 07:44:18.115811
14988,34,3,2020-03-11 20:11:10.387431
14434,41,2,2024-02-27 21:02:19.810826
12271,28,4,2021-11-13 07:24:45.520590
10781,29,4,2023-12-02 17:27:24.628225
2852,1,1,2023-06-08 03:33:31.031202
12690,20,3,2023-10-05 18:33:30.038795
13594,20,2,2023-01-09 23:41:30.566263
11800,21,1,2023-02-26 14:46:14.142520
7693,2,2,2024-03-07 15:51:47.920727
8084,8,4,2023-05-04 17:12:13.618724
14356,32,1,2023-06-06 11:00:50.944169
12246,3,5,2024-06-06 22:43:05.288366
3483,25,3,2022-04-05 07:57:06.739262
14999,29,4,2022-03-30 09:04:41.088218
7234,23,2,2023-11-22 17:24:25.948069
14594,11,3,2022-11-13 00:02:13.024515
16264,33,3,2024-05-28 19:37:50.229631
10492,32,4,2020-10-13 16:35:03.007226
12350,31,1,2019-08-24 03:31:56.438968
17161,22,3,2020-03-16 20:59:50.674095
3228,25,2,2021-09-21 17:56:37.314138
1018,13,1,2022-12-08 19:46:13.652113
8260,37,3,2020-05-02 00:14:56.362426
5675,28,2,2021-11-12 20:02:53.413268
14942,25,2,2019-10-11 08:07:39.975105
19291,16,4,2020-11-04 21:46:08.446860
11602,22,2,2021-10-01 09:07:55.934459
14715,20,5,2022-12-13 06:02:58.629415
11311,35,5,2021-12-17 11:22:14.469629
8496,23,3,2020-12-03 18:26:47.731199
11223,20,3,2021-01-05 19:12:39.656298
15032,20,5,2021-10-02 12:52:20.873240
718,9,1,2021-10-07 21:07:01.103540
9183,6,3,2019-06-25 22:36:13.815517
4424,1,1,2021-01-11 10:50:46.664836
1349,28,2,2023-11-17 12:17:15.057545
16474,8,4,2022-03-31 12:35:18.416294
17462,31,3,2021-02-25 01:42:48.480349
1413,9,5,2020-01-15 01:09:30.450045
14959,9,5,2023-10-20 18:15:28.407504
16178,7,3,2022-11-13 12:44:33.904810
5190,29,4,2023-07-13 20:02:16.948726
7548,2,2,2021-02-17 08:00:11.755656
16310,17,3,2024-06-09 12:15:45.591973
2685,37,1,2024-05-14 19:20:37.180454
533,10,1,2023-08-30 17:44:23.387746
19345,26,4,2023-06-22 06:45:04.089062
4912,29,5,2023-05-14 02:29:12.771534
1396,25,5,2024-03-11 16:40:08.036665
14615,12,3,2022-07-27 22:24:51.397427
6624,15,1,2022-08-09 01:02:35.753205
18577,17,5,2023-03-06 21:25:51.312722
8035,20,3,2023-01-08 06:57:57.325402
13978,26,1,2024-05-11 23:12:42.562819
13718,30,2,2022-05-06 19:07:41.503556
10774,15,4,2020-03-18 08:34:04.539323
17994,23,5,2021-10-02 09:11:31.762446
3244,15,3,2023-10-09 03:44:18.068656
3007,38,5,2023-08-18 19:42:04.452807
19707,16,5,2021-10-21 20:03:35.461976
9535,5,1,2021-12-22 13:40:26.435395
13512,35,4,2020-06-21 10:50:57.160830
8373,35,4,2023-01-08 16:44:31.146730
19897,32,2,2023-02-08 05:05:38.516560
16083,17,4,2020-04-09 02:54:38.285969
1032,23,1,2023-02-08 05:54:19.158321
9269,34,5,2021-08-09 21:31:39.622800
1640,41,2,2024-05-22 03:19:50.205665
12959,17,5,2019-06-30 09:24:41.901023
13696,42,1,2024-06-05 17:41:27.417979
18914,28,5,2020-06-24 08:45:18.060837
19287,34,2,2023-02-20 14:01:39.041838
3616,22,1,2020-03-11 19:53:50.450935
2009,35,5,2024-05-07 19:01:53.048740
17631,12,4,2020-04-01 18:09:49.659219
6051,5,3,2021-04-26 15:50:40.687803
4767,42,1,2022-05-02 19:29:25.167807
2590,11,4,2022-03-20 05:08:07.638294
13475,30,5,2020-07-07 14:10:51.979597
5404,15,4,2022-07-26 22:04:00.899515
12079,26,5,2019-07-03 14:44:03.588399
2680,17,2,2020-12-07 18:51:22.165359
17550,36,2,2022-03-18 20:50:33.300912
2704,18,2,2024-03-22 05:05:09.758286
1739,9,2,2022-05-09 09:21:47.938162
635,27,4,2022-07-23 15:32:53.836862
14203,11,5,2020-07-03 20:59:40.939654
18882,42,1,2022-06-18 07:41:54.708170
12275,20,1,2020-10-09 14:27:18.216033
4300,25,3,2019-07-02 05:52:28.170394
11833,36,2,2021-06-03 05:48:20.062849
10752,34,3,2019-11-27 03:42:52.034826
7581,22,5,2019-08-07 04:22:50.567711
16995,9,3,2023-12-24 22:44:50.943143
8435,1,5,2019-10-17 12:22:47.241475
17517,22,5,2022-04-09 11:30:00.867904
18485,17,5,2021-07-14 07:26:29.908873
5318,9,3,2022-03-09 07:29:31.044729
19813,27,3,2023-07-20 17:04:59.103643
15561,18,4,2021-07-08 08:16:27.014663
11964,36,2,2020-09-19 16:06:40.996967
473,24,3,2021-09-23 21:50:14.824884
6624,9,3,2022-12-19 09:02:40.362391
9060,42,2,2020-10-19 06:49:43.828518
14859,5,2,2020-07-14 21:28:59.248162
14935,1,4,2022-02-15 13:50:39.713385
5523,28,2,2023-04-15 13:33:27.797452
16694,21,3,2023-03-06 21:44:51.563820
18358,12,4,2021-12-20 11:56:18.435138
11991,38,3,2023-07-30 20:06:33.275976
6844,21,3,2023-10-20 13:30:49.622992
2252,16,3,2021-04-15 06:21:12.085796
528,13,3,2023-02-10 10:48:40.827093
9754,21,2,2021-05-20 07:02:54.117214
17411,28,3,2023-11-10 23:46:06.847361
8992,10,3,2022-02-03 01:05:32.816790
974,31,1,2022-10-17 12:34:33.390333
11687,6,3,2021-08-23 00:29:03.905422
1420,19,1,2023-06-28 17:26:56.856643
12077,30,1,2022-10-27 19:35:53.043685
6084,38,4,2023-05-17 18:39:53.424856
12880,39,4,2020-12-11 06:12:46.764917
3318,33,3,2022-03-25 11:01:10.642186
12664,15,5,2021-04-06 11:17:44.638026
7419,12,2,2021-02-14 05:42:58.739277
8560,2,1,2022-08-11 09:42:23.329639
3189,19,5,2019-07-20 15:32:44.666283
1183,36,2,2019-07-23 01:53:16.217257
13719,40,2,2023-03-09 09:36:54.724006
10027,22,1,2023-04-11 05:36:19.488810
12340,21,2,2022-02-08 01:29:44.637679
615,34,5,2023-08-28 00:30:30.281668
17785,25,4,2022-02-04 08:20:27.913127
13174,40,1,2021-04-23 23:12:44.579223
8869,2,3,2023-08-04 19:21:55.430421
16402,23,4,2021-04-02 22:44:34.449992
147,39,5,2023-02-23 22:43:03.494258
9258,1,5,2020-09-27 07:39:34.313753
17281,24,4,2019-10-25 15:54:50.173512
18957,11,3,2022-10-27 06:42:42.643718
1499,19,3,2021-10-19 21:58:39.352533
13368,19,2,2022-04-07 19:07:32.771193
9057,2,5,2023-12-19 13:41:18.571741
10161,25,1,2020-03-31 08:11:47.184886
8405,23,1,2023-03-25 13:43:53.567159
15521,6,5,2023-08-17 12:54:36.400104
11249,32,5,2019-07-16 02:13:24.054684
15865,4,1,2021-02-19 05:55:32.000427
1946,36,2,2020-04-30 09:24:56.848342
5689,32,5,2024-01-27 18:13:49.981098
9533,18,3,2022-08-30 02:14:22.078806
15431,40,4,2019-12-19 14:30:16.011591
11295,3,2,2022-09-07 22:03:14.893785
16603,17,1,2022-08-09 22:26:50.501250
8767,8,5,2023-01-27 12:23:32.987035
8498,17,1,2024-03-29 01:24:15.072521
9954,32,5,2020-09-17 20:49:46.913017
13967,29,1,2024-06-13 17:37:49.877218
10338,42,1,2023-08-21 08:50:12.194816
9246,35,5,2020-07-09 01:52:18.298511
3273,18,3,2022-02-15 16:11:10.680159
19284,22,1,2023-04-25 02:52:34.121182
15641,8,4,2023-01-06 15:20:54.943042
18926,26,4,2024-02-24 10:25:38.750004
377,37,1,2021-07-14 15:49:05.730270
6232,1,4,2021-06-08 00:43:31.366321
8700,10,4,2022-02-12 02:53:06.060145
19274,10,5,2021-08-13 16:29:23.105080
16677,26,3,2020-08-21 20:24:00.855510
5181,33,5,2021-09-21 09:51:37.648655
99,8,3,2023-04-23 11:00:29.134615
4216,23,5,2021-10-22 17:41:55.551106
19829,14,5,2021-07-19 13:55:22.254867
4186,13,3,2022-10-22 06:38:34.106408
14581,27,2,2019-11-12 13:42:41.970370
4910,14,1,2021-07-10 13:22:22.706716
5422,17,4,2023-05-24 09:44:44.561565
17128,25,5,2023-10-07 18:38:03.856880
12517,1,3,2021-05-20 11:28:16.500013
6134,22,4,2022-09-16 16:59:11.751160
17051,20,4,2023-04-03 05:36:17.709881
7225,17,1,2022-06-14 18:37:20.858707
7305,41,1,2021-10-01 09:09:44.328737
19416,23,4,2019-10-21 07:04:19.012813
2212,30,3,2019-08-26 22:06:41.302354
4548,33,5,2021-07-20 18:07:32.546654
255,4,2,2024-05-12 02:30:58.610816
7242,3,1,2022-11-30 04:08:20.029208
18603,10,4,2021-04-01 16:50:25.260106
507,40,5,2022-12-25 03:42:24.098322
20000,38,5,2019-09-28 23:10:08.941652
11427,18,5,2019-11-11 16:55:54.392100
10142,20,3,2021-05-08 20:24:48.702717
15731,6,1,2020-07-03 16:03:13.005210
10277,29,2,2023-12-22 03:31:52.982879
3675,21,5,2021-09-05 02:32:45.880973
16140,8,3,2022-11-09 11:56:24.804871
5372,6,2,2022-10-25 17:21:30.248024
12518,6,5,2023-04-02 04:33:21.132033
13293,7,3,2021-10-08 12:10:38.030592
12672,8,3,2020-03-11 19:26:06.788721
15302,42,5,2021-07-25 09:58:21.052061
8517,26,3,2024-04-06 06:08:50.417215
6708,23,1,2022-07-13 07:42:06.656308
13085,40,5,2023-06-18 12:57:14.224653
13142,34,1,2024-05-29 14:01:51.747402
379,31,5,2023-06-27 15:46:28.783605
11013,12,5,2021-06-22 16:52:34.941217
13656,10,1,2020-12-27 12:05:41.743628
8608,22,5,2023-03-09 01:02:37.208961
16983,38,4,2021-12-06 06:09:49.992073
14038,25,1,2023-10-04 10:10:38.394387
14249,6,2,2019-09-01 18:19:01.938235
16444,32,4,2023-06-06 06:50:16.918910
9190,34,1,2021-02-21 16:45:29.580323
7201,16,4,2019-08-27 17:19:17.270204
9906,9,5,2023-05-13 22:42:41.306027
205,6,3,2022-09-11 06:38:17.093524
8554,2,3,2023-07-30 19:34:24.677156
11715,19,2,2023-05-10 21:57:49.963144
15866,10,3,2021-01-12 07:03:25.403615
4031,3,1,2020-12-19 02:33:23.899559
9500,20,5,2022-10-08 14:35:57.662683
3489,21,4,2023-05-16 17:28:15.919353
4069,30,5,2024-02-24 09:43:24.339742
10817,18,3,2022-06-13 03:46:03.675105
15971,37,1,2020-03-30 13:31:55.957401
5521,26,1,2019-11-28 16:57:28.439341
4737,9,3,2022-09-13 09:12:55.090463
5604,4,1,2021-03-14 20:04:45.463948
16340,35,2,2022-07-24 20:52:11.883092
15126,9,3,2024-02-22 05:24:16.945822
2507,28,5,2019-10-06 16:04:37.904964
4263,33,5,2024-03-16 00:23:12.471786
16485,38,1,2019-08-30 02:02:58.915876
4683,13,5,2021-02-25 08:57:56.464510
3187,10,2,2022-02-22 03:44:07.831374
19105,26,3,2020-02-06 16:00:38.282556
8493,11,4,2021-05-01 08:49:03.162022
17998,40,2,2023-07-16 11:07:05.195987
13236,21,5,2020-10-24 07:08:11.818308
878,17,5,2020-09-26 22:44:41.041366
3018,27,3,2024-04-04 04:25:03.405842
3782,42,3,2021-06-25 03:04:08.477271
4226,35,3,2023-12-05 15:48:56.374699
49,16,5,2021-07-05 14:01:19.362186
7580,41,5,2021-01-08 23:05:43.504647
3211,20,4,2021-10-21 12:02:03.638990
4388,31,4,2020-03-24 04:32:44.922179
4384,21,2,2019-10-08 06:20:19.055378
10510,41,4,2021-01-17 15:31:07.288977
11147,21,3,2019-09-03 04:30:28.237008
3252,13,4,2023-06-14 03:50:50.206891
1585,19,4,2022-12-17 19:16:23.371712
8372,38,3,2019-10-24 01:08:46.111003
3487,41,4,2023-11-07 11:08:13.765114
10569,10,4,2021-10-06 12:30:48.264235
11006,11,1,2023-05-28 04:09:10.789229
17774,8,5,2023-10-31 18:20:42.581303
19868,12,1,2019-08-08 13:16:31.024869
19150,31,4,2019-10-15 08:20:17.759055
9370,37,5,2022-03-02 21:12:33.009293
499,32,1,2019-09-27 01:59:36.614641
1276,6,4,2021-06-01 19:19:31.985255
284,16,4,2023-08-29 21:12:17.711750
15946,24,3,2019-09-09 09:23:06.115445
13784,32,4,2023-02-18 13:39:22.403474
4570,28,1,2023-12-30 22:55:33.506285
17578,16,4,2023-12-29 06:01:13.355412
4878,20,4,2019-07-03 14:36:06.471889
465,36,5,2020-05-12 16:55:24.362731
6108,19,1,2019-10-31 22:07:35.700866
17592,39,2,2023-11-21 19:28:36.572820
5303,6,4,2020-05-03 22:41:04.925027
10114,39,1,2022-02-25 21:51:44.197434
17237,38,2,2023-01-11 02:48:28.110462
11471,28,5,2021-05-07 13:43:28.408487
888,21,1,2023-07-08 20:03:26.651395
13342,3,4,2021-07-06 10:28:43.174343
16552,18,4,2022-10-05 18:43:16.251442
8368,17,3,2022-08-15 16:31:37.253550
4273,10,4,2020-07-16 13:44:44.078512
5416,20,2,2020-02-26 10:07:23.062589
15600,3,2,2023-03-11 18:55:01.591738
2023,20,5,2021-05-09 20:47:28.072451
4314,38,4,2022-07-21 06:22:40.826677
16183,40,2,2022-07-07 06:19:16.232151
18499,24,2,2020-09-12 15:38:54.046349
1968,16,4,2021-02-17 22:47:59.624931
1695,22,1,2019-11-22 19:15:38.331025
5827,22,2,2021-08-19 10:59:45.669713
5506,10,3,2023-07-09 22:36:13.942422
1186,26,5,2021-02-18 00:16:00.793522
899,18,4,2022-04-14 15:03:31.366442
18246,15,5,2023-05-28 20:36:42.259548
16800,5,2,2021-07-16 21:05:30.206584
13095,28,1,2024-02-25 20:52:00.599228
19207,6,5,2019-12-01 15:29:37.155652
3795,36,3,2023-01-04 00:03:50.257767
18346,6,3,2022-11-26 23:10:42.739451
5596,39,1,2023-08-08 05:05:00.868437
7581,22,1,2023-08-10 11:25:28.029623
19146,7,1,2021-04-08 17:44:43.319379
4624,5,1,2023-02-07 08:41:09.189271
2039,12,3,2023-09-28 05:36:28.688987
7890,23,4,2019-07-15 21:37:57.878067
2034,10,3,2021-07-12 21:52:25.348522
10033,23,3,2021-05-15 10:31:01.404921
17658,32,5,2021-10-12 17:42:42.876072
7275,1,1,2023-05-03 15:16:26.120341
5707,30,1,2022-09-13 13:05:44.142691
2886,29,4,2022-01-02 01:32:56.810491
10430,36,5,2023-08-24 04:59:48.639215
14822,19,4,2020-04-01 23:05:46.980215
7846,26,1,2021-09-07 23:55:52.706299
7888,1,1,2020-08-08 21:40:26.636630
16856,8,3,2020-08-12 08:30:12.234422
16674,26,1,2022-09-11 13:53:17.912601
16575,8,4,2019-07-30 08:39:09.195147
15697,28,3,2021-06-18 22:00:51.000695
4913,35,2,2020-01-24 12:07:02.631209
16510,1,3,2019-08-28 15:15:23.024031
7846,38,3,2022-07-20 16:56:56.993403
2837,32,5,2020-09-25 10:27:53.140170
6840,30,2,2020-02-20 15:12:06.313949
14848,5,1,2022-06-21 13:30:15.729025
8873,39,5,2024-04-12 17:04:30.602934
6282,15,1,2023-09-11 09:49:23.439911
5773,19,3,2021-01-05 13:52:35.117681
18348,21,4,2023-11-02 10:12:57.559765
4897,40,5,2023-09-09 09:14:57.579583
4734,3,1,2022-03-16 11:02:02.976141
15048,25,2,2022-01-25 04:04:49.669741
18934,4,1,2020-11-30 14:35:57.539953
3095,3,2,2021-03-12 03:40:20.360322
12138,8,5,2023-09-28 02:11:29.450901
10709,14,2,2021-11-21 01:19:14.285160
15488,2,2,2023-09-20 15:09:15.956063
8978,31,1,2019-12-25 21:39:15.327745
11826,16,1,2024-01-07 06:23:57.839561
10370,1,5,2023-01-06 05:19:49.069741
10271,16,2,2021-05-12 23:31:13.934886
19333,3,1,2024-05-17 11:10:42.503300
8788,10,3,2020-12-09 04:22:23.807431
15175,40,5,2023-01-04 12:29:15.953053
14667,16,3,2022-05-31 09:37:59.072774
11510,25,1,2020-04-21 11:03:46.877206
19128,2,5,2019-07-01 14:39:06.314110
926,29,5,2024-03-11 17:58:13.563091
13892,21,2,2024-05-05 02:01:16.355839
10496,35,4,2022-04-07 01:07:42.764946
19229,32,4,2020-09-20 21:28:34.156410
16763,24,5,2019-10-11 03:12:29.874265
9706,15,4,2020-01-23 05:47:33.402446
11073,19,1,2023-08-12 11:03:26.191934
5509,25,2,2023-11-03 01:50:00.436911
4689,21,5,2022-09-06 16:24:34.806077
10468,38,2,2022-02-12 02:50:50.105699
5204,38,5,2023-07-31 23:57:41.856477
14130,17,4,2020-10-27 20:31:41.222613
8299,27,3,2023-11-15 07:53:37.900099
2812,35,2,2022-10-08 19:00:36.602465
18401,14,1,2022-05-23 18:44:44.282833
8715,1,2,2022-08-02 14:15:20.681092
8097,32,4,2020-06-28 13:27:46.552608
500,29,3,2022-09-20 10:22:42.480638
8092,31,1,2021-12-31 16:19:39.982606
7316,5,1,2021-02-14 23:41:37.715405
5264,30,2,2023-12-31 09:21:42.621608
17987,29,5,2023-07-26 14:52:54.800535
13570,2,5,2019-08-04 23:24:47.451717
15961,12,3,2021-03-17 18:11:11.018674
9756,15,3,2023-12-30 23:15:13.458107
18898,20,2,2020-05-19 19:29:54.796565
9002,16,5,2023-09-22 22:12:25.361536
4455,2,3,2023-03-30 04:23:53.228356
70,6,2,2022-06-19 12:55:22.211768
19772,38,1,2021-08-15 18:41:40.013680
14829,9,5,2022-10-23 10:40:45.658509
3168,32,1,2021-02-19 15:15:12.688005
8448,8,2,2021-05-25 12:15:34.693154
4323,18,1,2020-02-11 18:26:07.803443
19666,41,2,2023-05-17 04:23:39.586665
17460,39,2,2020-06-05 23:08:59.951622
16775,23,3,2021-06-14 17:26:00.432778
6997,21,4,2023-05-27 18:00:32.792266
15765,15,2,2022-02-22 22:08:06.231940
8024,30,4,2021-07-01 23:05:00.539341
7946,24,4,2021-10-25 00:50:29.830422
3045,40,3,2022-11-11 00:44:49.867026
202,8,5,2023-02-10 13:38:00.790816
12478,15,3,2022-02-15 17:32:49.053396
1169,27,1,2023-06-03 03:43:19.554560
15277,37,1,2024-03-06 17:21:24.634405
13080,9,2,2022-05-13 22:05:26.148942
19275,29,3,2021-06-04 14:06:20.914057
6402,37,4,2022-06-13 02:43:35.374705
5113,31,3,2023-11-12 13:53:42.833208
8133,17,2,2024-04-23 04:29:46.963965
10209,9,3,2021-07-17 06:30:49.099646
14586,5,5,2021-10-16 19:59:12.298631
19458,24,4,2021-10-19 23:12:06.547921
2313,8,1,2020-08-11 21:39:49.355388
13126,28,3,2022-07-15 10:52:02.451732
16105,3,2,2019-07-16 04:11:23.681464
1667,6,1,2022-10-27 18:43:13.945028
19617,41,3,2020-10-19 07:59:59.122731
305,42,3,2023-02-10 11:28:53.212182
4264,30,4,2020-12-31 20:31:37.902333
15910,13,3,2020-07-01 09:56:03.784791
17456,30,5,2020-11-16 02:00:15.185064
1533,2,1,2023-01-08 07:28:52.915599
6768,3,2,2021-07-18 09:48:49.399169
2489,34,2,2024-02-11 12:48:06.879251
18950,10,4,2020-09-24 20:19:03.123313
13035,26,4,2023-12-11 02:41:55.478344
13642,31,3,2021-12-04 03:34:07.673768
11557,33,2,2022-05-19 15:30:30.517932
16157,20,3,2021-09-26 14:06:48.439806
9611,23,5,2023-06-05 15:56:12.845304
4198,27,3,2020-06-08 13:26:38.151828
8566,9,1,2020-12-03 02:10:24.869954
16556,31,2,2022-05-29 04:32:18.829534
5099,33,2,2022-03-15 19:32:51.087552
3573,7,5,2019-11-08 01:25:43.289237
19007,21,2,2023-01-22 08:20:02.929792
14256,30,5,2024-06-07 23:34:31.148570
8796,25,4,2023-10-09 23:29:34.367922
10816,21,4,2020-12-29 01:45:59.701715
11538,39,5,2023-04-19 03:16:21.118273
1620,3,5,2021-08-04 05:21:00.662333
8834,19,2,2022-11-30 07:46:17.176342
15109,41,2,2023-02-25 19:38:41.291767
12502,40,3,2020-11-28 18:00:49.486527
18909,30,4,2020-05-28 16:06:54.344421
2451,16,4,2024-05-28 13:10:39.618929
18239,21,1,2020-05-08 01:35:57.250124
18333,10,2,2021-09-10 12:56:36.222570
2420,18,1,2023-10-28 01:21:22.183079
15937,12,3,2020-11-24 01:44:08.152977
7489,25,1,2022-06-24 16:42:33.162857
1634,4,3,2019-10-20 22:10:22.976344
6245,20,2,2021-12-26 18:23:16.248825
3258,26,1,2021-11-30 16:33:47.550061
6731,19,1,2019-08-18 03:54:23.676691
18707,35,1,2020-08-13 20:21:07.707264
15911,15,3,2022-02-04 18:59:26.228405
19744,17,2,2021-02-17 01:42:52.284260
4501,7,3,2024-01-23 15:57:50.000932
15244,18,4,2022-08-10 01:48:24.801356
14014,10,4,2023-06-08 10:45:25.017430
16561,17,4,2019-08-07 17:20:31.596737
8651,22,2,2024-03-19 21:31:39.468095
2252,28,4,2023-08-17 18:29:31.492846
6625,9,1,2023-07-19 09:09:58.979672
16626,34,3,2023-09-17 05:24:17.543433
5079,42,2,2019-09-28 08:29:31.499725
5858,17,4,2020-01-18 03:10:19.302555
8695,36,5,2021-11-08 14:28:46.155566
4723,27,5,2019-09-24 11:15:39.491858
6453,11,3,2023-01-03 00:18:43.849455
8156,23,2,2022-05-09 18:47:01.486940
14146,6,2,2021-04-28 19:00:27.607356
10521,20,2,2021-07-09 14:02:41.408848
8670,8,3,2021-01-25 02:14:15.976393
2649,11,2,2023-04-14 20:06:54.284446
9482,2,4,2023-04-24 22:09:37.037357
17683,9,5,2022-10-06 05:41:50.675033
12161,6,4,2022-01-01 07:18:39.722023
6878,42,2,2021-12-28 00:45:06.657122
